user_id,month,risk_probability,risk_level,financial_pressure,intervention,intervention_priority,cate,recommendation_status,explanation,model_drivers,intervention_description
671,2026-09-01,0.49654857264410673,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0403569360138436,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
672,2026-09-01,0.4683143713039799,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2110358235547823,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
673,2026-09-01,0.5635614837041231,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1748299768950793,MONITOR,Expense pressure is elevated. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
674,2026-09-01,0.5473402385590698,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0375600378993515,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
688,2026-09-01,0.6277426588153228,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,-0.0161726394734121,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
690,2026-09-01,0.667774707866513,HIGH,SPENDING_PRESSURE,SPENDING_CONTROL,2,-0.134559208997874,STRONG_SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Reduce discretionary spending and slow spending growth.
694,2026-09-01,0.6002395156095943,HIGH,OBLIGATION_PRESSURE,OBLIGATION_MANAGEMENT,3,-0.0120679560607019,SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Review recurring obligations and reduce near-term payment pressure.
705,2026-09-01,0.5214373179594195,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0668021595156344,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
706,2026-09-01,0.5947590046144047,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0328639213377847,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
713,2026-09-01,0.4589172075633381,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1956905949516498,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
718,2026-09-01,0.5648914778032478,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0109038748488527,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
719,2026-09-01,0.5878525658492396,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.1477429314446205,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
721,2026-09-01,0.5412604026769159,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.088051529550449,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
723,2026-09-01,0.6313115108181452,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,0.0126287444477389,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
726,2026-09-01,0.5566233013185489,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0055152705736062,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
767,2026-09-01,0.5132551799143592,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0426999570625598,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
768,2026-09-01,0.5312402052489377,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0384313455006701,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
795,2026-09-01,0.5224244730412415,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.1807944931343904,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
797,2026-09-01,0.6093055838050142,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,0.1013427089412541,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
802,2026-09-01,0.7360180274337529,HIGH,SPENDING_PRESSURE,SPENDING_CONTROL,2,-0.1198474480589277,STRONG_SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Reduce discretionary spending and slow spending growth.
809,2026-09-01,0.5398661108696471,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0703947484100834,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
813,2026-09-01,0.45261943598153775,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0306678857753912,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
835,2026-09-01,0.492444059897413,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.1338248755020544,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
842,2026-09-01,0.5377628902722413,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.2301260821433525,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
851,2026-09-01,0.4916072209039518,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0793721651099145,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
852,2026-09-01,0.4842311751456631,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.1404982692377867,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
880,2026-09-01,0.5140479882806566,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.173883630165057,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
882,2026-09-01,0.500216259387713,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.1001275138933641,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
899,2026-09-01,0.523661453064686,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0078638405342766,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
904,2026-09-01,0.5278509866181894,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1258861311787887,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
906,2026-09-01,0.5339108787567521,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0167670323497565,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
920,2026-09-01,0.5246348071624355,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0279917444313546,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
925,2026-09-01,0.5590828010331411,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0706660621166249,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
947,2026-09-01,0.48815348580736917,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.177188067546366,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
958,2026-09-01,0.5130283340770075,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2145934889948987,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
981,2026-09-01,0.48693723718263304,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0254335852216433,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
988,2026-09-01,0.5138080846983542,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.023617701045754,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
994,2026-09-01,0.6832448330013621,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,0.0167030753660154,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
996,2026-09-01,0.6015103262204533,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,0.0943811243743511,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
998,2026-09-01,0.5447133569421534,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2532938667416277,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
